RunID,InstrumentID,RunDate,NumberOfCyclesR1,NumberofCyclesR2,FlowCellInDate?,PR2BottleInDate?,ReagentKitInDate?,%ReadsPassingFilter,%ReadsPassingFilterOutsideThreshold?,NumberofReadsPassingFilter,ReadCountWithinThreshold?,MeanClusterDensityPassingFilter,MeanClusterDensityWithinThreshold,COVClusterDensity,COVClusterDensityExceedsThreshold?,%MedianClusterDensityPassingFilter,GapBetweenClusterDensitiesPassingFilterAndNotExceedsThreshold?,ProportionOverQ30,IlluminaQ30Threshold,ProportionOverQ30ExceedsThreshold?,ProportionOverQ30Read1,ProportionOverQ30ExceedsThresholdRead1,ProportionOverQ30Read2,ProportionOverQ30ExceedsThresholdRead2,SlopeOfLineOfBestFitRead1,ThresholdSlopeR1,SlopeOfLineOfBestFitRead1ExceedsThreshold?,SlopeofLOBFR1_1,SlopeOfLOBFR1_2,R1_1overThresh?,R1_2overthresh,SlopeOfLineOfBestFitRead2,ThresholdSlopeR2,SlopeOfLineOfBestFitRead2ExceedsThreshold?,ProportionOfUndeterminedReads?,COVIndexes,COVIndexesExceedsThreshold?,OutlyingIndexes,OutlyingIndexes(Low),OutlyingIndexes(High),StateOfNTC
150127_M00766_0072_000000000-ABRK7,M00766,2015-01-27,151,151,in date,in date,out of date,94.2570893031,no,17854832,low,926.0781696428571428571428571,low,0.02951072338989345861252896085,no,94.34352003109586666596630931,no,0.932572833017,0.8,no,0.95667638722,no,0.906913630806,no,-0.000540760228697,-0.00244969399453,no,-0.000164260997104,-0.000720039395161,no,no,-0.000676488200101,-0.00254254101512,no,OK,0.235579121439,yes,['14M12186'],[],['14M12186'],NTC OK
150130_M00766_0073_000000000-ACBVB,M00766,2015-01-30,251,251,in date,in date,in date,81.2781494276,no,23929178,low,1312.989638392857142857142857,very high,0.01797153051278407231719850202,no,81.13322148831717071031895935,no,0.662355643809,0.75,yes,0.702155804894,yes,0.619615637964,yes,-0.00336105092785,-0.003193154317,yes,-0.00100124754068,-0.00569295412781,no,yes,-0.00344930470032,-0.00468449750007,no,OK,0.313798497574,yes,no outlying indexes, , ,No NTC on run
150203_M00766_0074_000000000-AAUMH,M00766,2015-02-03,151,151,in date,in date,in date,81.6067535558,no,16649356,low,884.3212410714285714285714286,OK,0.05242824689274765001561895469,no,81.24510190924835007291957188,no,0.903422175957,0.8,no,0.928859553733,no,0.88526878113,no,-0.000478813648304,-0.00244969399453,no,6.96096770723e-05,-0.00109888083181,no,no,-0.000201412630494,-0.00254254101512,no,OK,0.35670128177,yes,['13M70724' '13M70411' '13M70386' '13M70429' '13M70467'],['13M70724' '13M70386'],['13M70411' '13M70429' '13M70467'],NTC OK
150205_M00766_0075_000000000-ACC43,M00766,2015-02-05,151,151,in date,in date,in date,93.254001435,no,17676890,low,914.0169352678571428571428571,low,0.03861733978920689258012011335,no,93.30737695301370000770981594,no,0.859498638454,0.8,no,0.894522971642,no,0.83020614647,no,-0.0019393923418,-0.00244969399453,no,-0.000664445501715,-0.00375467677661,no,yes,-0.00173184269249,-0.00254254101512,no,High,0.582757117534,yes,no outlying indexes, , ,NTC OK
150220_M00766_0077_000000000-AA2U8,M00766,2015-02-20,26,26,in date,in date,in date,11.2988503235,yes,3422864,low,175.397843750000000000000000,very high,0.06938741108079530576628029391,no,0.000000,yes,0.632108626597,0.9,yes,0.8844395984,yes,0.470345604868,yes,0.0,-0.00316774006479,no,0.0,0.0,no,no,0.0,-0.00479745288451,no,High,0.649696929962,yes,no outlying indexes, , ,No NTC on run
150224_M00766_0078_000000000-ACMP5,M00766,2015-02-24,75,75,in date,in date,in date,82.4895953677,no,36080266,low,1546.849967105263157894736842,very high,0.02428265718454546762416066832,no,82.28201300808156902525164000,no,0.931679110309,0.85,no,0.948683195407,no,0.912679412803,no,-0.000477717717186,-0.00100684681308,no,-0.00074448135615,-0.000355465167105,no,no,-0.00047645564111,-0.00201550065211,no,OK,0.220711790881,yes,['14M09093'],[],['14M09093'],NTC OK
150227_M00766_0079_000000000-ACPR9,M00766,2015-02-27,75,75,in date,in date,in date,91.9722520436,no,29954337,low,1225.663368421052631578947368,OK,0.01938604884651441013134162643,no,91.98158202002219202233262906,no,0.964635377838,0.85,no,0.973718179552,no,0.95481846296,no,-0.000300486790278,-0.00100684681308,no,-0.000324472131814,-0.000287492121692,no,no,-0.0003937459791,-0.00201550065211,no,OK,0.181204591253,yes,no outlying indexes, , ,NTC OK
150306_M00766_0080_000000000-ACNEP,M00766,2015-03-06,75,75,in date,in date,in date,94.1060185516,no,26017554,low,1059.916703947368421052631579,low,0.02141964928892400176067203070,no,94.16899833767793776109828757,no,0.970083627073,0.85,no,0.978487994682,no,0.961732809574,no,-0.000286250752224,-0.00100684681308,no,-0.000218552134127,-0.00039406596889,no,no,-0.000238657267011,-0.00201550065211,no,OK,0.204045784127,yes,['13M11429'],['13M11429'],[],NTC OK
150311_M00766_0081_000000000-ACN0W,M00766,2015-03-11,75,75,in date,in date,in date,92.0794737605,no,28700881,low,1177.631779605263157894736842,OK,0.01615794222382519420609490787,no,92.53206437967193252057906770,no,0.961910205095,0.85,no,0.972496036852,no,0.950816390619,no,-0.000343805770488,-0.00100684681308,no,-0.000262872208847,-0.000438481690229,no,no,-0.000289088069063,-0.00201550065211,no,OK,0.308791352737,yes,no outlying indexes, , ,NTC OK
150325_M00766_0084_000000000-AD8KN,M00766,2015-03-25,75,75,in date,in date,in date,93.0443296898,no,26726137,low,1096.119766447368421052631579,low,0.02508544555904824847169052901,no,93.52375298237516558222722335,no,0.964793872811,0.85,no,0.974491387713,no,0.954509338929,no,-0.000343151529897,-0.00100684681308,no,-0.000267649946627,-0.000445612295736,no,no,-0.000256087946831,-0.00201550065211,no,OK,0.616995853099,yes,no outlying indexes, , ,NTC OK
150401_M00766_0086_000000000-ACBU5,M00766,2015-04-01,151,151,in date,in date,in date,90.4493702311,no,18801773,low,986.6817165178571428571428571,OK,0.02918237323863869526017050053,no,90.75912326800322634957454146,no,0.840103937144,0.8,no,0.871946344198,no,0.806591927149,no,-0.00229574596566,-0.00244969399453,no,-0.00133325596834,-0.0051532404534,no,yes,-0.00222239247767,-0.00254254101512,no,High,2.25607967727,yes,['15M00594' '15M00616'],[],['15M00594' '15M00616'],NTC OK
150402_M00766_0087_000000000-ACCAY,M00766,2015-04-02,151,151,in date,in date,in date,88.6379197159,no,17224632,low,896.3346830357142857142857143,OK,0.06834151842452906476474641146,no,91.27089887756603978853877815,no,0.851663434199,0.8,no,0.881729201522,no,0.819979711313,no,-0.00220331793699,-0.00244969399453,no,-0.00113354510276,-0.00509700410399,no,yes,-0.00214693350747,-0.00254254101512,no,OK,0.493904358782,yes,no outlying indexes, , ,NTC OK
150407_M00766_0088_000000000-ACCAT,M00766,2015-04-07,151,151,in date,in date,in date,86.0052759614,no,20081955,low,1075.426102678571428571428571,high,0.03195084840598958428343929590,no,86.14662649560207016011460568,no,0.800601186649,0.8,no,0.851900155608,no,0.747879983077,yes,-0.00236896176761,-0.00244969399453,no,-0.00159801007422,-0.00494125485981,no,yes,-0.00185402108568,-0.00254254101512,no,OK,0.620389515057,yes,no outlying indexes, , ,NTC OK
150410_M00766_0089_000000000-ACBU4,M00766,2015-04-10,151,151,in date,in date,out of date,94.4563263021,no,16861157,low,867.0412477678571428571428571,low,0.02185083090905593698450307827,no,94.41522913065744885132941578,no,0.936357842723,0.8,no,0.967200522534,no,0.908772313527,no,-0.000431592803981,-0.00244969399453,no,-5.70551250958e-06,-0.00118088498575,no,no,-0.00125695210203,-0.00254254101512,no,OK,0.248691332478,yes,['14M04128'],['14M04128'],[],NTC OK
150414_M00766_0090_000000000-AAU39,M00766,2015-04-14,151,151,in date,in date,in date,86.0406755101,no,14841878,low,771.5068169642857142857142857,low,0.03988045259255806442457376688,no,87.18613071491297142452373179,no,0.936266844441,0.8,no,0.950581526121,no,0.92140197679,no,-0.000257705123767,-0.00244969399453,no,0.000159342427011,-0.000661083683127,no,no,-0.000463361788877,-0.00254254101512,no,OK,0.169484433822,yes,['13M70646'],['13M70646'],[],NTC OK
150430_M00766_0092_000000000-AD77P,M00766,2015-04-30,75,75,in date,in date,in date,86.4781989333,no,33656164,low,1420.365720394736842105263158,high,0.02921542287884203828168998607,no,86.06058334884121027020328591,no,0.94126879531,0.85,no,0.956387424307,no,0.924946600965,no,-0.000531452078375,-0.00100684681308,no,-0.000527808890674,-0.000661945458955,no,no,-0.000605269617528,-0.00201550065211,no,OK,0.329028489446,yes,no outlying indexes, , ,NTC OK
150501_M00766_0093_000000000-AF9MH,M00766,2015-05-01,75,75,in date,in date,in date,87.2253396086,no,34467195,low,1450.646105263157894736842105,high,0.02201188861826800836281754177,no,87.01969519684268288860097287,no,0.941388588501,0.85,no,0.9563947895,no,0.925692712737,no,-0.000567619298728,-0.00100684681308,no,-0.000570421490052,-0.000673179645132,no,no,-0.000524318747122,-0.00201550065211,no,OK,0.383117199256,yes,['14M11012'],[],['14M11012'],NTC OK
150506_M00766_0094_000000000-AEVP8,M00766,2015-05-06,151,151,in date,in date,in date,89.4984018785,no,20688072,low,1090.205553571428571428571429,high,0.02988823202192693513293517976,no,89.72168387156554603174863491,no,0.924582089871,0.8,no,0.945682182122,no,0.901987464209,no,-0.000512152688727,-0.00244969399453,no,-0.000160908548837,-0.000918578391118,no,no,-0.000903318215954,-0.00254254101512,no,OK,0.232513709022,yes,no outlying indexes, , ,NTC OK
150507_M00766_0095_000000000-AF7N3,M00766,2015-05-07,75,75,in date,in date,in date,92.6658174304,no,27410104,low,1119.712180921052631578947368,OK,0.03660270786467950734007926002,no,93.53274365410414834720517995,no,0.961592519387,0.85,no,0.974096452899,no,0.949531819361,no,-0.000363892751496,-0.00100684681308,no,-0.000321350531011,-0.000496098508506,no,no,-0.000428450311218,-0.00201550065211,no,OK,0.29241141832,yes,['14M10600'],[],['14M10600'],NTC OK
150508_M00766_0096_000000000-AF9MW,M00766,2015-05-08,75,75,in date,in date,in date,91.456518288,no,29237117,low,1200.322078947368421052631579,OK,0.04936236003169359409127927753,no,92.60007460576889324648298611,no,0.956836167351,0.85,no,0.970220343773,no,0.943332996889,no,-0.000392031511938,-0.00100684681308,no,-0.00040302453843,-0.000389178933082,no,no,-0.000403437781302,-0.00201550065211,no,OK,0.371266123142,yes,no outlying indexes, , ,NTC OK
150515_M00766_0098_000000000-AF9ND,M00766,2015-05-15,75,75,in date,in date,in date,96.8787399523,no,15942131,low,638.6352532894736842105263158,very low,0.03006758749059460274060850315,no,96.97619152304737588803020753,no,0.979947884276,0.85,no,0.987054436658,no,0.974463544428,no,-0.000243987137406,-0.00100684681308,no,-0.00012618344986,-0.000344207923976,no,no,-0.000160411885577,-0.00201550065211,no,OK,0.336536306647,yes,no outlying indexes, , ,NTC OK
150516_M00766_0099_000000000-AF81F,M00766,2015-05-16,75,75,in date,in date,in date,92.0597323162,no,29948630,low,1238.429217105263157894736842,OK,0.01726943610905480368982479742,no,91.83052300140724393671230700,no,0.960823526735,0.85,no,0.972491618704,no,0.949054757207,no,-0.000362719768974,-0.00100684681308,no,-0.000354676162464,-0.000530504379961,no,no,-0.000377427363426,-0.00201550065211,no,OK,0.305561701446,yes,no outlying indexes, , ,NTC OK
150518_M00766_0100_000000000-AATJ7,M00766,2015-05-18,151,151,in date,in date,in date,89.6123163279,no,7467630,low,351.2212287946428571428571429,very low,0.03758972286933645774803233712,no,88.72163291135104666373200058,no,0.941062647894,0.8,no,0.95572264463,no,0.925867044371,no,-0.000371287071698,-0.00244969399453,no,-2.49648389409e-05,-0.000936447454212,no,no,-0.000847434126428,-0.00254254101512,no,OK,2.6174883133,yes,['Faststart' '360Taq4mM' '360Taq2mM'],[],['Faststart' '360Taq4mM' '360Taq2mM'],NTC OK
150521_M00766_0102_000000000-AF9MV,M00766,2015-05-21,75,75,in date,in date,in date,89.6457873322,no,30563261,low,1273.659164473684210526315789,high,0.04372854831483638205571733647,no,90.95531328324731058054602021,no,0.95231647234,0.85,no,0.964921576922,no,0.939274294498,no,-0.00050705733562,-0.00100684681308,no,-0.000409582358982,-0.000725774207589,no,no,-0.000460262378063,-0.00201550065211,no,OK,0.358103429213,yes,['14M09383'],[],['14M09383'],NTC OK
150522_M00766_0103_000000000-AF9M3,M00766,2015-05-22,75,75,in date,in date,in date,88.2546426216,no,33587117,low,1405.619572368421052631578947,high,0.02630522699756163645048986010,no,88.41864078584488978186401834,no,0.944663854449,0.85,no,0.958525696624,no,0.929623696689,no,-0.00056187589485,-0.00100684681308,no,-0.000520598342584,-0.000711524240415,no,no,-0.000501460717767,-0.00201550065211,no,OK,0.398945412937,yes,no outlying indexes, , ,NTC OK
150528_M00766_0105_000000000-AF9MJ,M00766,2015-05-28,75,75,in date,in date,in date,91.4092632144,no,30434248,low,1259.146019736842105263157895,OK,0.03302724049871523742500720812,no,91.41541271839250067780783087,no,0.959097994728,0.85,no,0.96908123988,no,0.948961190038,no,-0.000439178295835,-0.00100684681308,no,-0.000400126963993,-0.000464530351336,no,no,-0.000329154549399,-0.00201550065211,no,OK,0.431056782103,yes,['14M12059'],[],['14M12059'],NTC OK
150529_M00766_0106_000000000-AEVP5,M00766,2015-05-29,151,151,in date,in date,in date,88.3588616605,no,15502868,low,806.7577924107142857142857143,low,0.03265265848579282776136847290,no,89.36920487607018497181009844,no,0.913312481819,0.8,no,0.926622245058,no,0.898237175485,no,-0.000822141609281,-0.00244969399453,no,-0.000261578338953,-0.00158053473767,no,no,-0.0010281958547,-0.00254254101512,no,OK,0.32148527897,yes,['13M70706' '13M70790'],['13M70706' '13M70790'],[],NTC OK
150601_M00766_0107_000000000-AF9N8,M00766,2015-06-01,75,75,in date,in date,in date,96.7089986909,no,17833767,low,714.0694161184210526315789474,very low,0.03648650717434130823701047672,no,97.19352163522218981910457134,no,0.979157075764,0.85,no,0.986190805341,no,0.97361431865,no,-0.000249478937597,-0.00100684681308,no,-0.000104569906753,-0.000357978920532,no,no,-0.00016825665859,-0.00201550065211,no,OK,0.378425504774,yes,['15M05723'],['15M05723'],[],NTC OK
150602_M00766_0108_000000000-AFMB8,M00766,2015-06-02,200,200,in date,in date,in date,87.606504894,no,33648503,low,1419.09212500000000000000000,high,0.01720751647315023478202692253,no,87.22658940985258136967522411,no,0.822401145579,0.7,no,0.847305749382,no,0.792803060511,no,-0.00190908632667,-0.0035500781259,no,-0.00103798254872,-0.00334952760115,no,no,-0.00237492334835,-0.00402649838041,no,OK,0.367225522646,yes,['14M12202'],[],['14M12202'],NTC OK
150604_M00766_0109_000000000-AFJ62,M00766,2015-06-04,75,75,in date,in date,in date,90.2875857134,no,30654786,low,1283.025013157894736842105263,high,0.01956643355870764858529946484,no,90.53163814356355985631087835,no,0.948542434921,0.85,no,0.965771624698,no,0.930182168618,no,-0.000469897623096,-0.00100684681308,no,-0.000449165967147,-0.000549539426164,no,no,-0.000548765244673,-0.00201550065211,no,OK,0.425555058225,yes,no outlying indexes, , ,NTC OK
150605_M00766_0110_000000000-AF80F,M00766,2015-06-05,75,75,in date,in date,in date,83.8600541752,no,32100609,low,1379.937549342105263157894737,high,0.01960615216416330092602592524,no,84.32755410810994619142670199,no,0.924139958083,0.85,no,0.946057170442,no,0.898459084894,no,-0.000710657266204,-0.00100684681308,no,-0.00077583380411,-0.000766670395425,no,no,-0.000779612745204,-0.00201550065211,no,OK,1.15297764526,yes,['15M01355'],[],['15M01355'],NTC OK
150610_M00766_0111_000000000-AFMWF,M00766,2015-06-10,75,75,in date,in date,in date,89.8899344602,no,32008549,low,1328.173138157894736842105263,high,0.01581285816055103506644716799,no,89.88020526026338381730021866,no,0.949119545168,0.85,no,0.963729760654,no,0.934470018827,no,-0.000523152491164,-0.00100684681308,no,-0.00048808436699,-0.000607183078852,no,no,-0.000503415401748,-0.00201550065211,no,OK,0.429261109295,yes,['14M10378'],[],['14M10378'],NTC OK
150612_M00766_0112_000000000-AFMW5,M00766,2015-06-12,75,75,in date,in date,in date,85.2765919195,no,34132691,low,1448.125549342105263157894737,high,0.01958517892680779223942831950,no,85.05411962567553229432230979,no,0.931557330371,0.85,no,0.950806535978,no,0.911047294415,no,-0.000610296565793,-0.00100684681308,no,-0.000631003762859,-0.000625934393041,no,no,-0.000643439736152,-0.00201550065211,no,OK,0.423634638015,yes,no outlying indexes, , ,NTC OK
150615_M00766_0113_000000000-AFBH3,M00766,2015-06-15,251,251,in date,in date,in date,89.3839904555,no,20944521,low,1111.43789062500000000000000,high,0.03750575488221434918044218444,no,89.08456197429079329879312171,no,0.713634567358,0.75,yes,0.816324231999,no,0.605347753765,yes,-0.00232129714403,-0.003193154317,no,-0.000419647264463,-0.00516771571087,no,yes,-0.00418603022325,-0.00468449750007,no,OK,0.114450797544,yes,['15M01148'],[],['15M01148'],NTC OK
150619_M00766_0114_000000000-AFMYN,M00766,2015-06-19,75,75,in date,in date,in date,92.1565208815,no,28125244,low,1158.452565789473684210526316,OK,0.03441071976199498384891506281,no,93.20828435520199730563565475,no,0.958628255632,0.85,no,0.972416694886,no,0.944057793774,no,-0.000410560303304,-0.00100684681308,no,-0.000390882880006,-0.00060439579736,no,no,-0.000587576932819,-0.00201550065211,no,OK,0.339155930865,yes,no outlying indexes, , ,NTC OK
150622_M00766_0115_000000000-AFN2H,M00766,2015-06-22,75,75,in date,in date,in date,93.2875158174,no,26234040,low,1075.611297697368421052631579,low,0.02057840355950860667446020708,no,93.40728210475236345621483605,no,0.964724785822,0.85,no,0.97473344962,no,0.955574093303,no,-0.000383911872448,-0.00100684681308,no,-0.000285290458216,-0.000467968215909,no,no,-0.000277600669744,-0.00201550065211,no,OK,0.383334870433,yes,['15M05252'],[],['15M05252'],NTC OK
150623_M00766_0116_000000000-AFLEW,M00766,2015-06-23,151,151,in date,in date,in date,87.7026277902,no,20733081,low,1104.09606250000000000000000,high,0.03492320828328206747199692836,no,86.86714671147917336227496530,no,0.844660809488,0.8,no,0.892663482644,no,0.793871083135,yes,-0.00192678750291,-0.00244969399453,no,-0.000589560262966,-0.00492622105595,no,yes,-0.00236233946226,-0.00254254101512,no,OK,0.427711598586,yes,no outlying indexes, , ,NTC OK
150703_M00766_0117_000000000-AFN2F,M00766,2015-07-03,75,75,in date,in date,in date,89.9328101094,no,28300840,low,1173.625871710526315789473684,OK,0.03609077433751859559890144260,no,90.41584647912476565099196431,no,0.949192314531,0.85,no,0.95813758932,no,0.939843364367,no,-0.000624282194857,-0.00100684681308,no,-0.000566234838096,-0.000627127964112,no,no,-0.00041123436677,-0.00201550065211,no,OK,0.273890576231,yes,['15M06941'],[],['15M06941'],NTC OK
150706_M00766_0118_000000000-AF512,M00766,2015-07-06,200,200,in date,in date,in date,94.4229331256,no,16447526,low,844.1498660714285714285714286,low,0.01636777114312282365801658728,no,94.55234868273145625982006246,no,0.860411680176,0.75,no,0.894163201201,no,0.823971713436,no,-0.00153703377811,-0.0035500781259,no,-0.000574727099394,-0.00318028767632,no,no,-0.00239737548664,-0.00402649838041,no,OK,0.177239804455,yes,no outlying indexes, , ,NTC OK
150727_M00766_0119_000000000-AF3TM,M00766,2015-07-27,151,151,in date,in date,in date,88.8615679247,no,15391937,low,825.3633861607142857142857143,low,0.05559514697424819536496563396,no,88.28495537990981791997623147,no,0.919603455347,0.8,no,0.950096196556,no,0.886677394106,no,-0.000384707937271,-0.00244969399453,no,4.70509184679e-05,-0.000929050010698,no,no,-0.000868891711688,-0.00254254101512,no,OK,0.605811650085,yes,no outlying indexes, , ,NTC OK
150730_M00766_0120_000000000-AFN4E,M00766,2015-07-30,75,75,in date,in date,in date,94.0610725668,no,23945923,low,972.2453717105263157894736842,low,0.05260345070405924042515429714,no,94.27951096272465325184695818,no,0.964702248722,0.85,no,0.976683357747,no,0.953218463118,no,-0.000381927744,-0.00100684681308,no,-0.000293005798086,-0.000399866259526,no,no,-0.000345904263705,-0.00201550065211,no,OK,0.349935463453,yes,no outlying indexes, , ,NTC OK
150731_M00766_0121_000000000-AFMYC,M00766,2015-07-31,75,75,in date,in date,in date,89.5212263939,no,27660854,low,1152.621861842105263157894737,OK,0.03600351877681238130927597087,no,89.69423629140826688215946795,no,0.947869732841,0.85,no,0.954390049803,no,0.940556819636,no,-0.000620822373921,-0.00100684681308,no,-0.000563192782611,-0.000694605689786,no,no,-0.000414039466512,-0.00201550065211,no,OK,0.825070321007,yes,['15M07986'],[],['15M07986'],NTC OK
150807_M00766_0122_000000000-AFMW7,M00766,2015-08-07,75,75,in date,in date,in date,95.8884056324,no,19129362,low,771.6070263157894736842105263,low,0.03118443682490614287464535561,no,96.32075319309693980299309290,no,0.974603043429,0.85,no,0.982656611339,no,0.967877610694,no,-0.000313473235477,-0.00100684681308,no,-0.000198621958736,-0.000332954851856,no,no,-0.000246799896907,-0.00201550065211,no,OK,0.366060711827,yes,no outlying indexes, , ,NTC OK
150810_M00766_0123_000000000-AGTUY,M00766,2015-08-10,151,151,in date,in date,in date,89.2944593605,no,22283310,low,1188.946223214285714285714286,very high,0.01619419118845631888460946846,no,88.93616025820853204279072838,no,0.921771680268,0.8,no,0.954974819883,no,0.88475079295,no,-0.000352431867404,-0.00244969399453,no,-4.54882668884e-05,-0.000748050913582,no,no,-0.00083314592619,-0.00254254101512,no,OK,0.365356046923,yes,['15M07650'],[],['15M07650'],NTC OK
150813_M00766_0124_000000000-AFYEH,M00766,2015-08-13,75,75,in date,in date,in date,94.3227407597,no,25145640,low,1025.334985197368421052631579,low,0.02135748380958585131763201855,no,94.25494539625666143712190008,no,0.967685852588,0.85,no,0.978253523076,no,0.958115375866,no,-0.000331211286029,-0.00100684681308,no,-0.000253999895941,-0.000396655719504,no,no,-0.000346521334419,-0.00201550065211,no,OK,0.234389216834,yes,no outlying indexes, , ,NTC OK
150818_M00766_0125_000000000-AE8BP,M00766,2015-08-18,151,151,in date,in date,in date,91.3886462289,no,15351123,low,804.6944709821428571428571429,low,0.05880549030798670524774800179,no,90.84080346500874159152607396,no,0.924586616101,0.8,no,0.949566969856,no,0.895889722498,no,-0.000522646393248,-0.00244969399453,no,-4.11950831454e-05,-0.00107499840079,no,no,-0.00110868994655,-0.00254254101512,no,OK,0.318511244168,yes,['15M08233'],[],['15M08233'],NTC OK
150820_M00766_0126_000000000-AGHUU,M00766,2015-08-20,75,75,in date,in date,in date,92.7672041245,no,28026234,low,1148.964246710526315789473684,OK,0.02085266490722223372777158323,no,93.29040068758729174975509473,no,0.961522190877,0.85,no,0.974051071816,no,0.949017157758,no,-0.000332732876964,-0.00100684681308,no,-0.000330134373609,-0.000308652681378,no,no,-0.000408402366158,-0.00201550065211,no,OK,0.701431338487,yes,no outlying indexes, , ,NTC OK
150826_M00766_0127_000000000-AGKLT,M00766,2015-08-26,200,200,in date,in date,in date,93.1048372201,no,24799829,low,1017.400203947368421052631579,low,0.01682621260729657775314283228,no,93.58599472448532602367669698,no,0.889945482953,0.7,no,0.910365572279,no,0.868109261358,no,-0.00131978033313,-0.0035500781259,no,-0.000381154524423,-0.00299806041963,no,no,-0.00178848235217,-0.00402649838041,no,OK,0.0949277045613,yes,no outlying indexes, , ,NTC OK
