RunID,InstrumentID,RunDate,NumberOfCyclesR1,NumberofCyclesR2,FlowCellInDate?,PR2BottleInDate?,ReagentKitInDate?,%ReadsPassingFilter,%ReadsPassingFilterOutsideThreshold?,NumberofReadsPassingFilter,ReadCountWithinThreshold?,MeanClusterDensityPassingFilter,MeanClusterDensityWithinThreshold,COVClusterDensity,COVClusterDensityExceedsThreshold?,%MedianClusterDensityPassingFilter,GapBetweenClusterDensitiesPassingFilterAndNotExceedsThreshold?,ProportionOverQ30,IlluminaQ30Threshold,ProportionOverQ30ExceedsThreshold?,ProportionOverQ30Read1,ProportionOverQ30ExceedsThresholdRead1,ProportionOverQ30Read2,ProportionOverQ30ExceedsThresholdRead2,SlopeOfLineOfBestFitRead1,ThresholdSlopeR1,SlopeOfLineOfBestFitRead1ExceedsThreshold?,SlopeofLOBFR1_1,SlopeOfLOBFR1_2,R1_1overThresh?,R1_2overthresh,SlopeOfLineOfBestFitRead2,ThresholdSlopeR2,SlopeOfLineOfBestFitRead2ExceedsThreshold?,ProportionOfUndeterminedReads?,COVIndexes,COVIndexesExceedsThreshold?,OutlyingIndexes,OutlyingIndexes(Low),OutlyingIndexes(High),StateOfNTC
150902_M00766_0128_000000000-AFLDG,M00766,2015-09-02,151,151,in date,in date,in date,89.3024633868,no,21077655,low,1129.952660714285714285714286,high,0.01524599197680744018458773842,no,89.18888423613813691098373145,no,0.832732725111,0.8,no,0.881853267223,no,0.780004958988,yes,-0.00227865753251,-0.00244969399453,no,-0.000757176386412,-0.00583462895763,no,yes,-0.00280729982695,-0.00254254101512,yes,OK,0.46846958834,yes,no outlying indexes, , ,NTC OK
150904_M00766_0129_000000000-AFNA2,M00766,2015-09-04,151,151,in date,in date,in date,84.018188085,no,18908531,low,1029.938535714285714285714286,high,0.02433233708251689972256479210,no,83.76976663444177099801127958,no,0.812552065998,0.8,no,0.867878587299,no,0.7553314823,yes,-0.00220681157462,-0.00244969399453,no,-0.000803306183604,-0.00482124609808,no,yes,-0.00214865619617,-0.00254254101512,no,OK,0.373978661042,yes,['15M04668' '15M04664'],['15M04664'],['15M04668'],NTC OK
150910_M00766_0130_000000000-AGJGG,M00766,2015-09-10,75,75,in date,in date,in date,88.3549803923,no,24463097,low,1059.369707236842105263157895,low,0.009577732562428122741798717194,no,88.28146118516215586865714876,no,0.941357485563,0.85,no,0.959054494749,no,0.922246982329,no,-0.000567172178079,-0.00100684681308,no,-0.000656201238852,-0.000401654515958,no,no,-0.000758982404457,-0.00201550065211,no,OK,0.281011289708,yes,no outlying indexes, , ,NTC OK
150911_M00766_0131_000000000-AGLDT,M00766,2015-09-11,75,75,in date,in date,in date,91.8669191962,no,29894066,low,1233.184217105263157894736842,OK,0.01725655941171616627293548185,no,92.00115442709252819672822076,no,0.959535470893,0.85,no,0.970652949429,no,0.94871606559,no,-0.000429102480365,-0.00100684681308,no,-0.000359511965116,-0.000427059547094,no,no,-0.000314382971047,-0.00201550065211,no,OK,0.309643375692,yes,no outlying indexes, , ,NTC OK
150914_M00766_0132_000000000-AF41F,M00766,2015-09-14,151,151,in date,in date,in date,86.8891522238,no,3991745,low,184.477667968750000000000000,very low,0.01261054450953715252706632671,no,87.67700687377175631086445013,no,0.951236390831,0.8,no,0.962213221178,no,0.940564356246,no,-0.000359992765314,-0.00244969399453,no,0.000202044105152,-0.000917938937022,no,no,-0.000861782592007,-0.00254254101512,no,OK,0.348569889509,yes,['15M07808'],['15M07808'],[],NTC OK
150918_M00766_0133_000000000-AH985,M00766,2015-09-18,200,200,in date,in date,in date,91.3076942165,no,30062610,low,1253.190049342105263157894737,OK,0.03197687446113846809928096182,no,91.56554902913467667198599735,no,0.849790383303,0.7,no,0.884777050961,no,0.811330500745,no,-0.00170227026294,-0.0035500781259,no,-0.000413223327203,-0.00373514556567,no,yes,-0.00217714598808,-0.00402649838041,no,OK,0.156714455333,yes,['15M06627'],[],['15M06627'],NTC OK
150923_M00766_0134_000000000-AFN32,M00766,2015-09-23,151,151,in date,in date,in date,89.0495181057,no,20113067,low,1072.999758928571428571428571,high,0.03379863129204462476431387011,no,88.90597098426526444823807286,no,0.862417601613,0.8,no,0.892943786509,no,0.829520151457,no,-0.00200496866903,-0.00244969399453,no,-0.000653626424966,-0.0052278699644,no,yes,-0.00252550143267,-0.00254254101512,no,OK,0.350607954473,yes,['15M08810' '15M08808'],['15M08810'],['15M08808'],NTC OK
150925_M00766_0135_000000000-AFL75,M00766,2015-09-25,151,151,in date,in date,in date,97.7080425957,no,9080878,low,460.5891506696428571428571429,very low,0.03914524627198058206724238484,no,97.96229724202856360053201524,no,0.947020568221,0.8,no,0.957236001229,no,0.93649089835,no,-0.000690483303981,-0.00244969399453,no,-0.000401459066637,-0.000844983161779,no,no,-0.000850898242665,-0.00254254101512,no,OK,0.462393452068,yes,no outlying indexes, , ,NTC OK
150930_M00766_0138_000000000-AH4BR,M00766,2015-09-30,75,75,in date,in date,in date,90.8514765175,no,29081266,low,1203.49825000000000000000000,OK,0.01837461489587991706931894129,no,90.91098136929014015231924237,no,0.934548975118,0.85,no,0.916514683141,no,0.950342564866,no,-0.00135052530828,-0.00100684681308,yes,-0.000393153670815,0.00146128757451,no,yes,-0.000353227937738,-0.00201550065211,no,OK,0.379116062623,yes,no outlying indexes, , ,NTC OK
151009_M00766_0140_000000000-AGK0B,M00766,2015-10-09,75,75,in date,in date,in date,87.3054518173,no,24687917,low,1048.261393092105263157894737,OK,0.02479930565659809037349692796,no,87.08084096574939233127783310,no,0.955943925827,0.85,no,0.963140526328,no,0.949022811983,no,-0.000451469407813,-0.00100684681308,no,-0.000289288243158,-0.000622295582147,no,no,-0.000369226854603,-0.00201550065211,no,OK,0.422501837663,yes,['15M10481'],['15M10481'],[],NTC OK
151015_M00766_0142_000000000-AJD8B,M00766,2015-10-15,151,151,in date,in date,in date,88.8200231603,no,16091719,low,856.7866986607142857142857143,low,0.03098444975664200956659694620,no,88.99650511751696728313058101,no,0.920603495282,0.8,no,0.951534925659,no,0.888552740279,no,-0.00045360053758,-0.00244969399453,no,-0.00019304952522,-0.00073373547581,no,no,-0.00133128437453,-0.00254254101512,no,OK,0.284803754825,yes,['15M10752' '15M10508'],['15M10508'],['15M10752'],NTC OK
151021_M00766_0144_000000000-AG028,M00766,2015-10-21,75,75,in date,in date,in date,85.0537222395,no,24774347,low,1085.765223684210526315789474,OK,0.01390539643245957302792164271,no,84.68969178920157133038546268,no,0.94128962041,0.85,no,0.956457124514,no,0.925905300888,no,-0.000555869561822,-0.00100684681308,no,-0.00056091865194,-0.000625235750746,no,no,-0.000553735603195,-0.00201550065211,no,OK,0.466166085602,yes,['15M10881'],['15M10881'],[],NTC OK
151022_M00766_0146_000000000-AFN3B,M00766,2015-10-22,151,151,in date,in date,in date,81.4564830358,no,19862739,low,1107.544841517857142857142857,very high,0.03152090350615464705784308784,no,80.96726943758137716232043424,no,0.908489794324,0.8,no,0.933076408656,no,0.882751464458,no,-0.000509490860337,-0.00244969399453,no,-0.000242105502348,-0.000871967030013,no,no,-0.000973667241213,-0.00254254101512,no,OK,0.212734203974,yes,no outlying indexes, , ,NTC OK
151023_M00766_0147_000000000-AFN37,M00766,2015-10-23,151,151,in date,in date,in date,84.6508654256,no,20693511,low,1134.069412946428571428571429,very high,0.03919933052881668789156235511,no,85.30464049090654191453347562,no,0.927066950112,0.8,no,0.951229023353,no,0.902467698451,no,-0.000300458338053,-0.00244969399453,no,-0.000114928527917,-0.000488228428219,no,no,-0.000567356784602,-0.00254254101512,no,OK,0.301674226497,yes,['15M10999' '15M10996'],['15M10996'],['15M10999'],NTC OK
151026_M00766_0148_000000000-AFLVV,M00766,2015-10-26,151,151,in date,in date,in date,88.3188625569,no,18895886,low,1013.325598214285714285714286,OK,0.03220852676394870222859114255,no,89.00931784076384169491224467,no,0.93492999966,0.8,no,0.95660916886,no,0.912684444218,no,-0.000318126802458,-0.00244969399453,no,-0.000104834621087,-0.000534772307881,no,no,-0.000730430279147,-0.00254254101512,no,OK,0.283550154751,yes,['15M10912'],[],['15M10912'],NTC OK
151030_M00766_0150_000000000-AFLDT,M00766,2015-10-30,151,151,in date,in date,in date,89.1257791949,no,19498823,low,1043.772758928571428571428571,OK,0.02231615526779718464816119819,no,89.17350347843771180323043940,no,0.942821892444,0.8,no,0.959166079372,no,0.92636943619,no,-0.000271968874609,-0.00244969399453,no,-6.59861801005e-05,-0.000453684552741,no,no,-0.000432458094713,-0.00254254101512,no,OK,0.502059283397,yes,['15M11131'],[],['15M11131'],NTC OK
151104_M00766_0151_000000000-AK8EW,M00766,2015-11-04,151,151,in date,in date,in date,82.6960493481,no,16143415,low,883.0438995535714285714285714,OK,0.06979160537382668079304240161,no,83.29619867850113051813585243,no,0.919343364017,0.8,no,0.941771516774,no,0.896765908896,no,-0.000357347393109,-0.00244969399453,no,0.000154854663437,-0.000826299765112,no,no,-0.000673312802187,-0.00254254101512,no,OK,0.408463984631,yes,no outlying indexes, , ,NTC OK
151106_M00766_0152_000000000-AJ5W5,M00766,2015-11-06,151,151,in date,in date,in date,89.6103635546,no,16168604,low,863.0095602678571428571428571,low,0.02413628601530387539931826956,no,90.78289190147141491209445051,no,0.931701721949,0.8,no,0.950410299381,no,0.912316569677,no,-0.000497147822177,-0.00244969399453,no,-0.000193217481219,-0.000595793961913,no,no,-0.000545691907102,-0.00254254101512,no,OK,0.267340279714,yes,['15M11860' '15M11870'],['15M11860'],['15M11870'],NTC OK
151116_M00766_0154_000000000-AJF4C,M00766,2015-11-16,151,151,in date,in date,in date,87.937559289,no,13835502,low,734.2782924107142857142857143,low,0.05457727727487017741615957342,no,88.54910454377655444506463920,no,0.931299408366,0.8,no,0.951093933554,no,0.909655161144,no,-0.000336262279027,-0.00244969399453,no,5.50596389329e-05,-0.000725907443148,no,no,-0.000618355923792,-0.00254254101512,no,OK,0.251810380003,yes,['15M12301'],['15M12301'],[],NTC OK
151117_M00766_0155_000000000-AJ6LL,M00766,2015-11-17,151,151,in date,in date,in date,87.0004759731,no,16509092,low,884.22564062500000000000000,OK,0.02456312141920510953198138399,no,86.79186352507071150591633547,no,0.863773780242,0.8,no,0.904202686079,no,0.8209979067,no,-0.00122352789252,-0.00244969399453,no,-0.000361760058587,-0.000562230896685,no,no,-0.000630263371638,-0.00254254101512,no,OK,0.512788561169,yes,['15M11867'],[],['15M11867'],NTC OK
151125_M00766_0158_000000000-AJJC1,M00766,2015-11-25,151,151,in date,in date,in date,78.1686931908,no,3563033,low,150.7739361049107142857142857,very low,0.03127427781026761975789933175,no,78.18627208792854239690379798,yes,0.955804041363,0.8,no,0.967116647475,no,0.947237390019,no,-0.000223534578048,-0.00244969399453,no,5.15776951899e-05,-0.000441489166766,no,no,-0.00043896858693,-0.00254254101512,no,OK,0.293677074471,yes,['15M12680' '15M12866'],['15M12680'],['15M12866'],NTC OK
151126_M00766_0159_000000000-AJD7L,M00766,2015-11-26,75,75,in date,in date,in date,88.0476970453,no,24133209,low,1032.209149671052631578947368,low,0.01728885131777422636334892480,no,87.58384723761580461600786270,no,0.953462354916,0.85,no,0.962962506975,no,0.943228651164,no,-0.000488596409277,-0.00100684681308,no,-0.000515490925381,-0.000496936467482,no,no,-0.000479677906404,-0.00201550065211,no,OK,0.272642725221,yes,no outlying indexes, , ,NTC OK
151127_M00766_0161_000000000-AJERP,M00766,2015-11-27,75,75,in date,in date,in date,90.5389544952,no,24073552,low,1002.826481907894736842105263,low,0.02295918752791963827960816503,no,90.08887656512491568132310015,no,0.954583330939,0.85,no,0.962582122766,no,0.946249844643,no,-0.000575361426858,-0.00100684681308,no,-0.000469137777877,-0.000586231075008,no,no,-0.000516222316635,-0.00201550065211,no,OK,0.567389936481,yes,no outlying indexes, , ,NTC OK
151130_M00766_0163_000000000-AJGC9,M00766,2015-11-30,151,151,in date,in date,in date,79.0356955537,no,21816702,low,1234.726366071428571428571429,very high,0.04322136688588295400704935290,no,79.62685241577844075608766598,yes,0.918791640406,0.8,no,0.942694254877,no,0.894603441076,no,-0.000249698138715,-0.00244969399453,no,-4.25653753516e-05,-0.000434053073252,no,no,-0.000466411558479,-0.00254254101512,no,OK,0.378717279061,yes,['15M12680' '15M12866'],['15M12680'],['15M12866'],NTC OK
151203_M00766_0165_000000000-AJFAA,M00766,2015-12-03,151,151,in date,in date,in date,86.1621699551,no,16734072,low,890.0657299107142857142857143,OK,0.04826885912687705902379120639,no,84.23613560133508914124566560,no,0.926779642218,0.8,no,0.944163562804,no,0.906811037112,no,-0.000363697163312,-0.00244969399453,no,3.02035039941e-05,-0.000814999794384,no,no,-0.00065095824831,-0.00254254101512,no,OK,0.479120389013,yes,['15M13694'],['15M13694'],[],NTC OK
151208_M00766_0167_000000000-AJ5JR,M00766,2015-12-08,151,151,in date,in date,in date,97.4409176006,no,5807543,low,293.2063839285714285714285714,very low,0.03681696956070124870625301415,no,97.44856830002164884732960945,no,0.965053985736,0.8,no,0.972995161364,no,0.957859050293,no,-0.000365421585519,-0.00244969399453,no,-0.00018803779784,-0.000467330142286,no,no,-0.000434957690548,-0.00254254101512,no,OK,0.484044847452,yes,no outlying indexes, , ,NTC OK
151210_M00766_0168_000000000-AJDDH,M00766,2015-12-10,75,75,in date,in date,in date,91.3759977202,no,26145512,low,1086.997210526315789473684211,low,0.02154554584862413699016607857,no,90.89309713325970362351597505,no,0.955996670151,0.85,no,0.966839254095,no,0.945009070773,no,-0.00051080682511,-0.00100684681308,no,-0.000431778309831,-0.000691131696998,no,no,-0.000459395602526,-0.00201550065211,no,OK,0.403502355392,yes,['15M13946'],['15M13946'],[],NTC OK
151211_M00766_0169_000000000-AK5DW,M00766,2015-12-11,300,300,in date,in date,in date,93.0015550579,no,21872195,low,891.8405476973684210526315789,low,0.02351534054796625213768270604,no,93.65656805591804749438189898,no,0.548256928541,0.7,yes,0.591084864901,yes,0.485863269172,yes,-0.00351528725655,-0.00475682357281,no,-0.00355426877303,-0.00455018706239,no,no,-0.00422904730092,-0.00575845398669,no,OK,0.219491063137,yes,['14M10927b'],[],['14M10927b'],NTC OK
151216_M00766_0170_000000000-ALEAF,M00766,2015-12-16,151,151,in date,in date,in date,93.7278828372,no,17003866,low,880.7103482142857142857142857,low,0.03674480116264979073153442563,no,93.96420260603850031304114347,no,0.949909508814,0.8,no,0.962568904558,no,0.936997102045,no,-0.00035202591669,-0.00244969399453,no,-0.000169555310996,-0.000525678079774,no,no,-0.000575315676826,-0.00254254101512,no,OK,0.586744209133,yes,['15M13059'],[],['15M13059'],NTC OK
151218_M00766_0171_000000000-AK5FL,M00766,2015-12-18,226,226,in date,in date,in date,92.0182315518,no,20535429,low,846.68653125000000000000000,low,0.02093628002481741722699753363,no,91.99261474619180119520742597,no,0.574007343047,0.7,yes,0.582123455702,yes,0.541707176679,yes,-0.00518202479727,-0.00356325444939,yes,-0.00245578716087,-0.00342535866495,no,no,-0.00552943610772,-0.00453738269745,yes,OK,0.255908540675,yes,no outlying indexes, , ,NTC OK
151223_M00766_0172_000000000-AJRMN,M00766,2015-12-23,75,75,in date,in date,in date,92.6131903958,no,23635202,low,977.0359177631578947368421053,low,0.01685975260732023175064649898,no,92.23178331683554085653797875,no,0.94189343859,0.85,no,0.965701952537,no,0.915221515207,no,-0.00070693039879,-0.00100684681308,no,-0.000488058629093,-0.00111355452055,no,yes,-0.00188842387104,-0.00201550065211,no,OK,0.427253613007,yes,no outlying indexes, , ,NTC OK
160105_M00766_0174_000000000-AL4LB,M00766,2016-01-05,151,151,in date,in date,in date,91.2680859357,no,14218489,low,749.22265625000000000000000,low,0.03660103398973659907722065484,no,91.46584606594696396672053827,no,0.930324033198,0.8,no,0.952734150565,no,0.906795259598,no,-0.000534690428256,-0.00244969399453,no,-0.000197143064885,-0.000567705380984,no,no,-0.000715826106928,-0.00254254101512,no,OK,0.633173037558,yes,['15M12287'],[],['15M12287'],NTC OK
160107_M00766_0175_000000000-AH6C3,M00766,2016-01-07,75,75,in date,in date,in date,87.9117451425,no,26044869,low,1123.412554276315789473684211,OK,0.01232660440215616409148482549,no,86.82294801795838559818416975,no,0.951009725864,0.85,no,0.961215408174,no,0.939504462088,no,-0.000562885904105,-0.00100684681308,no,-0.000555085824505,-0.000665732514766,no,no,-0.000700241476876,-0.00201550065211,no,OK,0.411188279894,yes,['15m15138'],[],['15m15138'],NTC OK
160108_M00766_0176_000000000-AJDAJ,M00766,2016-01-08,75,75,in date,in date,in date,86.9377710882,no,24436074,low,1042.291776315789473684210526,low,0.02311329270615909686485528456,no,87.19961653068783843671106789,no,0.797862054635,0.85,yes,0.93045859931,no,0.648195157154,yes,-0.00182686909077,-0.00100684681308,yes,-0.000907302602688,-0.00359459171157,no,yes,-0.00740371055494,-0.00201550065211,yes,OK,0.354555513929,yes,['15M15229'],['15M15229'],[],NTC OK
160114_M00766_0177_000000000-ALYTH,M00766,2016-01-14,75,75,in date,in date,in date,87.5409349951,no,27732794,low,1180.550733552631578947368421,OK,0.01658866964854833307057101959,no,87.62192275952187311153899437,no,0.943667319708,0.85,no,0.953914047472,no,0.931772271818,no,-0.000662312774852,-0.00100684681308,no,-0.000640423680762,-0.000720809093,no,no,-0.00077357879093,-0.00201550065211,no,OK,0.523745455641,yes,no outlying indexes, , ,NTC OK
160115_M00766_0178_000000000-ALKJV,M00766,2016-01-15,151,151,in date,in date,in date,83.9556609644,no,15235349,low,831.5430892857142857142857143,low,0.06652688314506318842744838585,no,83.47619142719113571235074883,no,0.912258450261,0.8,no,0.936094520831,no,0.884397167186,no,-0.000579028004634,-0.00244969399453,no,1.39384010102e-05,-0.00130581384264,no,no,-0.00114784760809,-0.00254254101512,no,OK,0.314655375371,yes,['15M13506'],['15M13506'],[],NTC OK
160127_M00766_0001_000000000-ALR2L,M00766,2016-01-27,151,151,in date,in date,in date,94.4218790552,no,16728171,low,869.4499285714285714285714286,low,0.02449321396757844924462279796,no,94.81308578989334827870913623,no,0.948921316933,0.8,no,0.959338219826,no,0.938425235764,no,-0.000458386967368,-0.00244969399453,no,-0.000207185116916,-0.000653239388697,no,no,-0.000666958545823,-0.00254254101512,no,OK,0.973469632738,yes,no outlying indexes, , ,NTC OK
160128_M00766_0002_000000000-ALAJ1,M00766,2016-01-28,75,75,in date,in date,in date,88.2213464393,no,28975202,low,1238.617351973684210526315789,high,0.008053080778067215239391126962,no,88.38979070455649945293771092,no,0.952071103352,0.85,no,0.961285802483,no,0.941812345145,no,-0.000421093529265,-0.00100684681308,no,-0.000483566093618,-0.000427005037634,no,no,-0.000410405185976,-0.00201550065211,no,OK,0.336339157989,yes,no outlying indexes, , ,NTC OK
160129_M00766_0003_000000000-ALAH0,M00766,2016-01-29,75,75,in date,in date,in date,86.7633310185,no,32429499,low,1380.901884868421052631578947,high,0.01767255626836128417573781338,no,87.27611671941494260735186690,no,0.93917518984,0.85,no,0.955068269171,no,0.921737178446,no,-0.000584118107797,-0.00100684681308,no,-0.000564512164539,-0.000774347746175,no,no,-0.000600622401653,-0.00201550065211,no,OK,0.365766280852,yes,['16M00136'],[],['16M00136'],NTC OK
160204_M00766_0004_000000000-AL4H0,M00766,2016-02-04,151,151,in date,in date,in date,95.4824815401,no,14166224,low,726.9693080357142857142857143,low,0.02139782181664665481035136660,no,95.36911364058618200711270998,no,0.955491364393,0.8,no,0.971971747495,no,0.938516875405,no,-0.000292308368831,-0.00244969399453,no,-8.19982677907e-05,-0.000467018574268,no,no,-0.000599730468977,-0.00254254101512,no,OK,0.566916319976,yes,['15M13181'],[],['15M13181'],NTC OK
160206_M00766_0005_000000000-ALYU1,M00766,2016-02-06,75,75,in date,in date,in date,84.6656289443,no,32152720,low,1381.184565789473684210526316,high,0.01753548776381208770584304875,no,83.68327338663903025907069779,no,0.936147088298,0.85,no,0.95060042406,no,0.920226482861,no,-0.000538051529382,-0.00100684681308,no,-0.000713280955318,-0.000471656653772,no,no,-0.000421505427063,-0.00201550065211,no,OK,0.277862237472,yes,no outlying indexes, , ,NTC OK
160208_M00766_0006_000000000-AMF4G,M00766,2016-02-08,75,75,in date,in date,in date,85.7345647963,no,32902642,low,1404.357407894736842105263158,high,0.01562631459456999540382392332,no,85.81754815793044511419216485,no,0.934938357522,0.85,no,0.951977885545,no,0.916411963108,no,-0.000628737091882,-0.00100684681308,no,-0.000631914557429,-0.000598776401333,no,no,-0.000519786849512,-0.00201550065211,no,OK,0.407744183952,yes,['16M00692'],['16M00692'],[],NTC OK
160209_M00766_0007_000000000-AMERJ,M00766,2016-02-09,75,75,in date,in date,in date,79.4587514221,no,34759702,low,1528.959506578947368421052632,very high,0.01667731494416331304930796110,no,80.19928444721648717646589087,no,0.907034813919,0.85,no,0.93281855485,no,0.879818680839,no,-0.000811827669174,-0.00100684681308,no,-0.00088794777107,-0.000666661390178,no,no,-0.000736186278959,-0.00201550065211,no,OK,0.292875503818,yes,no outlying indexes, , ,NTC OK
160212_M00766_0008_000000000-AL607,M00766,2016-02-12,151,151,in date,in date,in date,87.5244047243,no,20878061,low,1123.973200892857142857142857,high,0.02680461711782457821745658379,no,87.11937250676072647264276133,no,0.850793605879,0.8,no,0.89259670793,no,0.8066691618,no,-0.00216598545445,-0.00244969399453,no,-8.52749174081e-05,-0.00628519259602,no,yes,-0.0030426130525,-0.00254254101512,yes,OK,0.428125617415,yes,['15M12553' '15M12790'],['15M12553' '15M12790'],[],NTC OK
160216_M00766_0009_000000000-AL73W,M00766,2016-02-16,151,151,in date,in date,in date,92.1169640472,no,18300588,low,961.5088705357142857142857143,OK,0.02501372353594376767444163655,no,92.55909938400868471365461917,no,0.941162199056,0.8,no,0.961555129535,no,0.919885872027,no,-0.000298361705285,-0.00244969399453,no,-0.000133892395916,-0.000451435637483,no,no,-0.000663375218739,-0.00254254101512,no,OK,0.512851461476,yes,['15M13195'],[],['15M13195'],NTC OK
160218_M00766_0010_000000000-AMF48,M00766,2016-02-18,75,75,in date,in date,in date,90.3938251105,no,26783167,low,1115.676388157894736842105263,OK,0.01933144392439941246366197254,no,90.22262055546238065496811521,no,0.952107715145,0.85,no,0.964321243016,no,0.938561854665,no,-0.000541844747663,-0.00100684681308,no,-0.000483156234383,-0.000559598511549,no,no,-0.000485515771069,-0.00201550065211,no,OK,0.320573984473,yes,['15M15396'],[],['15M15396'],NTC OK
160219_M00766_0011_000000000-AL6GM,M00766,2016-02-19,131,131,in date,in date,in date,5.60977305643,yes,661574,low,22.08687506975446428571428571,very low,0.9623005749271926076059342522,yes,9.732403576329463830293917862,yes,0.778714918007,0.8,yes,0.799915097229,yes,0.785984925102,yes,-0.000564013016699,-0.00182391155745,no,0.00349490055323,-0.00255881646835,yes,yes,-0.000591711561012,-0.00209223057419,no,No index information for 160219_M00766_0011_000000000-AL6GM
160223_M00766_0012_000000000-AL5YC,M00766,2016-02-23,151,151,in date,in date,in date,93.2957830409,no,18111084,low,951.0893549107142857142857143,OK,0.01908603886942359862445377629,no,93.33364422792617946045502136,no,0.945159807957,0.8,no,0.965889144851,no,0.923927154478,no,-0.000296795891523,-0.00244969399453,no,-8.1692055432e-05,-0.000462736333515,no,no,-0.000591695597711,-0.00254254101512,no,OK,1.88616118272,yes,['15M13471'],[],['15M13471'],NTC OK
